Source,Target,Weight
Coming Home,The Morning After,1
Runaway Train,Ali,1
Ali,The Pursuit of Happyness,1
The Last Picture Show,Thunderbolt and Lightfoot,1
The Last Picture Show,Starman,1
The Last Picture Show,The Contender,1
The Last Picture Show,Crazy Heart,1
The Last Picture Show,Hell or High Water,1
The Last Picture Show,The Exorcist,1
The Last Picture Show,Alice Doesn't Live Here Anymore,1
The Last Picture Show,Same Time  Next Year,1
The Last Picture Show,Resurrection,1
The Last Picture Show,Requiem for a Dream,1
Thunderbolt and Lightfoot,The Contender,1
Thunderbolt and Lightfoot,Crazy Heart,1
Starman,The Contender,1
Starman,Crazy Heart,1
The Contender,Nixon,1
The Contender,The Crucible,1
The Contender,Crazy Heart,1
The Contender,Hell or High Water,1
Crazy Heart,Hell or High Water,1
No Country for Old Men,Before Night Falls,1
No Country for Old Men,Biutiful,1
Easy Rider,Five Easy Pieces,1
Easy Rider,The Last Detail,1
Easy Rider,One Flew over the Cuckoo's Nest,1
Easy Rider,Ironweed,1
Easy Rider,As Good as It Gets,1
Easy Rider,About Schmidt,1
Five Easy Pieces,The Last Detail,1
Five Easy Pieces,One Flew over the Cuckoo's Nest,1
Five Easy Pieces,Ironweed,1
Five Easy Pieces,A Few Good Men,1
Five Easy Pieces,As Good as It Gets,1
Five Easy Pieces,About Schmidt,1
The Last Detail,One Flew over the Cuckoo's Nest,1
The Last Detail,Ironweed,1
The Last Detail,A Few Good Men,1
The Last Detail,As Good as It Gets,1
The Last Detail,About Schmidt,1
One Flew over the Cuckoo's Nest,Ironweed,1
One Flew over the Cuckoo's Nest,A Few Good Men,1
One Flew over the Cuckoo's Nest,As Good as It Gets,1
One Flew over the Cuckoo's Nest,About Schmidt,1
One Flew over the Cuckoo's Nest,Amadeus,1
One Flew over the Cuckoo's Nest,The People vs. Larry Flynt,1
Ironweed,The Deer Hunter,1
Ironweed,The French Lieutenant's Woman,1
Ironweed,Sophie's Choice,1
Ironweed,Out of Africa,1
Ironweed,A Few Good Men,1
Ironweed,As Good as It Gets,1
Ironweed,About Schmidt,1
Ironweed,A Cry in the Dark,1
Ironweed,Postcards from the Edge,1
Ironweed,The Bridges of Madison County,1
Ironweed,One True Thing,1
Ironweed,Music of the Heart,1
Ironweed,Adaptation,1
Ironweed,The Devil Wears Prada,1
Ironweed,Doubt,1
Ironweed,Julie & Julia,1
Ironweed,The Iron Lady,1
Ironweed,August: Osage County,1
Ironweed,Into the Woods,1
Ironweed,Florence Foster Jenkins,1
Ironweed,The Post,1
As Good as It Gets,A Few Good Men,1
As Good as It Gets,About Schmidt,1
As Good as It Gets,The Sessions,1
About Schmidt,Misery,1
About Schmidt,A Few Good Men,1
About Schmidt,Primary Colors,1
About Schmidt,Richard Jewell,1
Out of Africa,The Deer Hunter,1
Out of Africa,The French Lieutenant's Woman,1
Out of Africa,Sophie's Choice,1
Out of Africa,A Cry in the Dark,1
Out of Africa,Postcards from the Edge,1
Out of Africa,The Bridges of Madison County,1
Out of Africa,One True Thing,1
Out of Africa,Music of the Heart,1
Out of Africa,Adaptation,1
Out of Africa,The Devil Wears Prada,1
Out of Africa,Doubt,1
Out of Africa,Julie & Julia,1
Out of Africa,The Iron Lady,1
Out of Africa,August: Osage County,1
Out of Africa,Into the Woods,1
Out of Africa,Florence Foster Jenkins,1
Out of Africa,The Post,1
The Sterile Cuckoo,Cabaret,1
Cabaret,All That Jazz,1
Cactus Flower,Private Benjamin,1
Butch Cassidy and the Sundance Kid,The Sting,1
The Sting,Ordinary People,1
The Great White Hope,All the President's Men,1
The Great White Hope,Testament,1
All the President's Men,Melvin and Howard,1
All the President's Men,Testament,1
Women in Love,A Touch of Class,1
Women in Love,Hedda,1
M*A*S*H,Nashville,1
M*A*S*H,The Player,1
M*A*S*H,Short Cuts,1
Nashville,The Player,1
Nashville,Short Cuts,1
The Exorcist,Alice Doesn't Live Here Anymore,1
The Exorcist,Same Time  Next Year,1
The Exorcist,Resurrection,1
The Exorcist,Requiem for a Dream,1
Alice Doesn't Live Here Anymore,Same Time  Next Year,1
Alice Doesn't Live Here Anymore,Resurrection,1
Alice Doesn't Live Here Anymore,Requiem for a Dream,1
Alice Doesn't Live Here Anymore,Wild at Heart,1
Alice Doesn't Live Here Anymore,Rambling Rose,1
Resurrection,Requiem for a Dream,1
Apocalypse Now,The Great Santini,1
Apocalypse Now,Tender Mercies,1
Apocalypse Now,The Apostle,1
Apocalypse Now,A Civil Action,1
Apocalypse Now,The Judge,1
The Great Santini,Tender Mercies,1
The Great Santini,The Apostle,1
The Great Santini,A Civil Action,1
The Great Santini,The Judge,1
Tender Mercies,The Apostle,1
Tender Mercies,A Civil Action,1
Tender Mercies,The Judge,1
Serpico,The Godfather Part II,1
Serpico,Scent of a Woman,1
Serpico,The Irishman,1
The Godfather Part II,...And Justice for All,1
The Godfather Part II,Dick Tracy,1
The Godfather Part II,Scent of a Woman,1
The Godfather Part II,Glengarry Glen Ross,1
The Godfather Part II,The Irishman,1
The Godfather Part II,Taxi Driver,1
The Godfather Part II,The Deer Hunter,1
The Godfather Part II,Raging Bull,1
The Godfather Part II,Awakenings,1
The Godfather Part II,Cape Fear,1
The Godfather Part II,Rocky,1
The Godfather Part II,The Godfather  Part III,1
...And Justice for All,Scent of a Woman,1
...And Justice for All,The Irishman,1
Dick Tracy,Scent of a Woman,1
Dick Tracy,The Irishman,1
Scent of a Woman,Glengarry Glen Ross,1
Scent of a Woman,The Irishman,1
Glengarry Glen Ross,The Irishman,1
The Irishman,Raging Bull,3
The Irishman,The Last Temptation of Christ,1
The Irishman,Good Fellas,3
The Irishman,Gangs of New York,1
The Irishman,The Aviator,1
The Irishman,The Departed,1
The Irishman,Hugo,1
The Irishman,The Wolf of Wall Street,1
The Emigrants,Face to Face,1
Face to Face,Cries and Whispers,1
Face to Face,Fanny & Alexander,1
Cinderella Liberty,The Goodbye Girl,1
Cinderella Liberty,Only When I Laugh,1
The Goodbye Girl,Mr. Holland's Opus,1
The Goodbye Girl,Chapter Two,1
The Goodbye Girl,Only When I Laugh,1
Only When I Laugh,Chapter Two,1
Paper Moon,Blazing Saddles,1
Tess,The Pianist,1
Taxi Driver,The Deer Hunter,1
Taxi Driver,Raging Bull,1
Taxi Driver,Awakenings,1
Taxi Driver,Cape Fear,1
Taxi Driver,The Accused,1
Taxi Driver,The Silence of the Lambs,1
Taxi Driver,Nell,1
The Deer Hunter,Raging Bull,1
The Deer Hunter,Awakenings,1
The Deer Hunter,Cape Fear,1
The Deer Hunter,Catch Me If You Can,1
The Deer Hunter,The French Lieutenant's Woman,1
The Deer Hunter,Sophie's Choice,1
The Deer Hunter,A Cry in the Dark,1
The Deer Hunter,Postcards from the Edge,1
The Deer Hunter,The Bridges of Madison County,1
The Deer Hunter,One True Thing,1
The Deer Hunter,Music of the Heart,1
The Deer Hunter,Adaptation,1
The Deer Hunter,The Devil Wears Prada,1
The Deer Hunter,Doubt,1
The Deer Hunter,Julie & Julia,1
The Deer Hunter,The Iron Lady,1
The Deer Hunter,August: Osage County,1
The Deer Hunter,Into the Woods,1
The Deer Hunter,Florence Foster Jenkins,1
The Deer Hunter,The Post,1
Raging Bull,Awakenings,1
Raging Bull,Cape Fear,1
Raging Bull,Good Fellas,3
Raging Bull,The Last Temptation of Christ,1
Raging Bull,Gangs of New York,1
Raging Bull,The Aviator,1
Raging Bull,The Departed,1
Raging Bull,Hugo,1
Raging Bull,The Wolf of Wall Street,1
Awakenings,Cape Fear,1
Rocky,The Day of the Locust,1
Rocky,Creed,1
Wild at Heart,Rambling Rose,1
Rambling Rose,Wild,1
Rambling Rose,Marriage Story,1
Amadeus,The People vs. Larry Flynt,1
The People vs. Larry Flynt,The Messenger,1
The People vs. Larry Flynt,Three Billboards outside Ebbing  Missouri,1
The Accused,The Silence of the Lambs,1
The Silence of the Lambs,The Remains of the Day,1
The Silence of the Lambs,Nixon,1
The Silence of the Lambs,Amistad,1
The Silence of the Lambs,The Two Popes,1
The Silence of the Lambs,Nell,1
Coal Miner's Daughter,Crimes of the Heart,1
Coal Miner's Daughter,In the Bedroom,1
The River,Crimes of the Heart,1
The River,In the Bedroom,1
Crimes of the Heart,In the Bedroom,1
In the Bedroom,My Cousin Vinny,1
In the Bedroom,Michael Clayton,1
In the Bedroom,The Wrestler,1
Annie Hall,Broadway Danny Rose,2
Annie Hall,Crimes and Misdemeanors,2
Annie Hall,Bullets over Broadway,2
Annie Hall,Midnight in Paris,2
Annie Hall,Marvin's Room,1
Annie Hall,Something's Gotta Give,1
Broadway Danny Rose,Crimes and Misdemeanors,1
Broadway Danny Rose,Bullets over Broadway,1
Crimes and Misdemeanors,Tucker The Man and His Dream,1
Crimes and Misdemeanors,Ed Wood,1
Crimes and Misdemeanors,Bullets over Broadway,1
Crimes and Misdemeanors,Midnight in Paris,1
Bullets over Broadway,Parenthood,1
Bullets over Broadway,Midnight in Paris,1
Saturday Night Fever,Pulp Fiction,1
Pulp Fiction,Inglourious Basterds,1
Pulp Fiction,Once upon a Time...in Hollywood,1
Close Encounters of the Third Kind,Raiders of the Lost Ark,1
Close Encounters of the Third Kind,E.T. The Extra-Terrestrial,1
Close Encounters of the Third Kind,Schindler's List,1
Close Encounters of the Third Kind,Saving Private Ryan,1
Close Encounters of the Third Kind,Munich,1
Close Encounters of the Third Kind,Lincoln,1
Raiders of the Lost Ark,Schindler's List,1
Raiders of the Lost Ark,Saving Private Ryan,1
Raiders of the Lost Ark,Lincoln,1
E.T. The Extra-Terrestrial,Schindler's List,1
E.T. The Extra-Terrestrial,Saving Private Ryan,1
E.T. The Extra-Terrestrial,Lincoln,1
Schindler's List,The English Patient,1
Schindler's List,Saving Private Ryan,1
Schindler's List,Munich,1
Schindler's List,Lincoln,1
Saving Private Ryan,Big,1
Saving Private Ryan,Philadelphia,1
Saving Private Ryan,Forrest Gump,1
Saving Private Ryan,Cast Away,1
Saving Private Ryan,A Beautiful Day in the Neighborhood,1
Saving Private Ryan,Munich,1
Saving Private Ryan,Lincoln,1
Munich,Lincoln,1
Lincoln,Norma Rae,1
Lincoln,Places in the Heart,1
Lincoln,JFK,1
Lincoln,In the Name of the Father,1
Lincoln,The Fugitive,1
Lincoln,Gangs of New York,1
Lincoln,There Will Be Blood,1
Lincoln,In the Valley of Elah,1
Lincoln,Phantom Thread,1
The French Lieutenant's Woman,Adaptation,1
The French Lieutenant's Woman,Doubt,1
The French Lieutenant's Woman,August: Osage County,1
Sophie's Choice,Adaptation,1
Sophie's Choice,Doubt,1
Sophie's Choice,August: Osage County,1
A Cry in the Dark,Adaptation,1
A Cry in the Dark,Doubt,1
A Cry in the Dark,August: Osage County,1
Postcards from the Edge,Adaptation,1
Postcards from the Edge,Doubt,1
Postcards from the Edge,August: Osage County,1
The Bridges of Madison County,Adaptation,1
The Bridges of Madison County,Doubt,1
The Bridges of Madison County,August: Osage County,1
One True Thing,Adaptation,1
One True Thing,Doubt,1
One True Thing,August: Osage County,1
Music of the Heart,Adaptation,1
Music of the Heart,Doubt,1
Music of the Heart,August: Osage County,1
Adaptation,Leaving Las Vegas,1
Adaptation,The Devil Wears Prada,1
Adaptation,Doubt,1
Adaptation,Julie & Julia,1
Adaptation,The Iron Lady,1
Adaptation,August: Osage County,1
Adaptation,Into the Woods,1
Adaptation,Florence Foster Jenkins,1
Adaptation,The Post,1
The Devil Wears Prada,Doubt,1
The Devil Wears Prada,August: Osage County,1
Doubt,Capote,1
Doubt,Junebug,1
Doubt,Charlie Wilson's War,1
Doubt,The Master,3
Doubt,Julie & Julia,1
Doubt,The Iron Lady,1
Doubt,August: Osage County,1
Doubt,Into the Woods,1
Doubt,Florence Foster Jenkins,1
Doubt,The Post,1
Doubt,The Fighter,1
Doubt,Vice,1
Doubt,The Help,1
Julie & Julia,August: Osage County,1
The Iron Lady,August: Osage County,1
August: Osage County,Steel Magnolias,1
August: Osage County,Pretty Woman,1
August: Osage County,Into the Woods,1
August: Osage County,Florence Foster Jenkins,1
August: Osage County,The Post,1
Nebraska,Sideways,1
Nebraska,The Descendants,1
Midnight Express,The Elephant Man,1
The Elephant Man,Blue Velvet,1
The Elephant Man,Mulholland Drive,1
An Unmarried Woman,Starting Over,1
Places in the Heart,Norma Rae,1
Places in the Heart,In the Line of Fire,1
The Rose,For the Boys,1
Good Fellas,The Last Temptation of Christ,1
Good Fellas,Gangs of New York,1
Good Fellas,The Aviator,1
Good Fellas,The Departed,1
Good Fellas,Hugo,1
Good Fellas,The Wolf of Wall Street,1
The Last Temptation of Christ,Gangs of New York,1
The Last Temptation of Christ,The Aviator,1
The Last Temptation of Christ,The Departed,1
The Last Temptation of Christ,The Wolf of Wall Street,1
Gangs of New York,In the Name of the Father,1
Gangs of New York,There Will Be Blood,1
Gangs of New York,Phantom Thread,1
Gangs of New York,The Aviator,1
Gangs of New York,The Departed,1
Gangs of New York,Hugo,1
Gangs of New York,The Wolf of Wall Street,1
The Aviator,What's Eating Gilbert Grape,1
The Aviator,Elizabeth,1
The Aviator,Blood Diamond,1
The Aviator,The Wolf of Wall Street,3
The Aviator,The Revenant,1
The Aviator,Once upon a Time...in Hollywood,1
The Aviator,Notes on a Scandal,1
The Aviator,Elizabeth: The Golden Age,1
The Aviator,I'm Not There,1
The Aviator,Blue Jasmine,1
The Aviator,Carol,1
The Aviator,The Departed,1
The Aviator,Hugo,1
The Departed,Hugo,1
The Departed,The Wolf of Wall Street,1
Hugo,The Wolf of Wall Street,1
The Wolf of Wall Street,What's Eating Gilbert Grape,1
The Wolf of Wall Street,Blood Diamond,1
The Wolf of Wall Street,Moneyball,1
The Wolf of Wall Street,The Revenant,1
The Wolf of Wall Street,Once upon a Time...in Hollywood,1
Thelma & Louise,The Accidental Tourist,1
Thelma & Louise,Lorenzo's Oil,1
Thelma & Louise,The Client,1
Thelma & Louise,Dead Man Walking,1
Thelma & Louise,Gladiator,1
Thelma & Louise,Black Hawk Down,1
Lorenzo's Oil,Dead Man Walking,1
The Client,Dead Man Walking,1
Dead Man Walking,Sweet and Lowdown,1
Dead Man Walking,I Am Sam,1
Dead Man Walking,Mystic River,3
Dead Man Walking,Milk,1
Gandhi,Sexy Beast,1
Gandhi,House of Sand and Fog,1
Sexy Beast,House of Sand and Fog,1
An Officer and a Gentleman,Shadowlands,1
The World According to Garp,The Big Chill,1
The World According to Garp,The Natural,1
The World According to Garp,Fatal Attraction,1
The World According to Garp,Dangerous Liaisons,1
The World According to Garp,Albert Nobbs,1
The World According to Garp,The Wife,1
The Big Chill,Fatal Attraction,1
The Big Chill,Dangerous Liaisons,1
The Big Chill,Albert Nobbs,1
The Natural,Fatal Attraction,1
The Natural,Dangerous Liaisons,1
The Natural,Albert Nobbs,1
Fatal Attraction,Dangerous Liaisons,1
Fatal Attraction,Albert Nobbs,1
Fatal Attraction,The Wife,1
Dangerous Liaisons,Albert Nobbs,1
Dangerous Liaisons,The Wife,1
Dangerous Liaisons,The Fabulous Baker Boys,1
Dangerous Liaisons,Love Field,1
Albert Nobbs,Tumbleweeds,1
Albert Nobbs,The Wife,1
Billy Elliot,The Reader,1
The Killing Fields,The Mission,1
Witness,Dead Poets Society,1
Witness,The Truman Show,1
Witness,Master and Commander: The Far Side of the World,1
Dead Poets Society,Good Morning  Vietnam,1
Dead Poets Society,The Fisher King,1
Dead Poets Society,Good Will Hunting,1
Dead Poets Society,The Truman Show,1
Dead Poets Society,Master and Commander: The Far Side of the World,1
The Truman Show,Apollo 13,1
The Truman Show,Pollock,1
The Truman Show,Master and Commander: The Far Side of the World,1
Kiss of the Spider Woman,Broadcast News,1
Kiss of the Spider Woman,A History of Violence,1
Broadcast News,A History of Violence,1
Broadcast News,The Piano,1
Broadcast News,The Firm,1
Broadcast News,Thirteen,1
Enemies  A Love Story,The Grifters,1
The Grifters,American Beauty,1
The Grifters,Being Julia,1
The Grifters,The Kids Are All Right,1
The Grifters,The Queen,1
The Color Purple,Ghost,1
Platoon,Shadow of the Vampire,1
Platoon,The Florida Project,1
Platoon,At Eternity's Gate,1
Platoon,Born on the Fourth of July,1
Platoon,JFK,1
Born on the Fourth of July,Jerry Maguire,1
Born on the Fourth of July,Magnolia,1
Born on the Fourth of July,JFK,1
JFK,The Fugitive,1
JFK,In the Valley of Elah,1
The Remains of the Day,In the Name of the Father,1
The Remains of the Day,Nixon,1
The Remains of the Day,Amistad,1
The Remains of the Day,The Two Popes,1
The Remains of the Day,Sense and Sensibility,1
The Piano,The Firm,1
The Piano,Thirteen,1
Good Morning  Vietnam, Vietnam,1
Good Morning  Vietnam, Vietnam,1
The Fisher King,Good Will Hunting,1
Good Will Hunting,Invictus,1
Good Will Hunting,The Martian,1
Good Will Hunting,Milk,1
Street Smart,Driving Miss Daisy,1
Street Smart,Million Dollar Baby,1
Street Smart,Invictus,1
Driving Miss Daisy,The Shawshank Redemption,1
Driving Miss Daisy,Million Dollar Baby,1
Driving Miss Daisy,Invictus,1
Driving Miss Daisy,Fried Green Tomatoes,1
Million Dollar Baby,The Shawshank Redemption,1
Million Dollar Baby,Boys Don't Cry,1
Million Dollar Baby,Mystic River,2
Million Dollar Baby,Letters from Iwo Jima,2
Million Dollar Baby,Invictus,1
Invictus,The Shawshank Redemption,1
Invictus,The Martian,1
Fargo,Almost Famous,1
Fargo,North Country,1
Fargo,Three Billboards outside Ebbing  Missouri,1
Almost Famous,North Country,1
Almost Famous,Three Billboards outside Ebbing  Missouri,1
North Country,Monster,1
North Country,Bombshell,1
North Country,Three Billboards outside Ebbing  Missouri,1
Three Billboards outside Ebbing  Missouri, Missouri,1
Three Billboards outside Ebbing  Missouri, Missouri,1
Big,Forrest Gump,1
Forrest Gump,Philadelphia,1
Forrest Gump,Cast Away,1
Forrest Gump,A Beautiful Day in the Neighborhood,1
Jerry Maguire,Magnolia,1
My Left Foot,In the Name of the Father,1
In the Name of the Father,There Will Be Blood,1
In the Name of the Father,Phantom Thread,1
In the Name of the Father,Sense and Sensibility,1
Dances With Wolves,Passion Fish,1
American Beauty,The Usual Suspects,1
American Beauty,Being Julia,1
American Beauty,The Kids Are All Right,1
American Beauty,1917,1
Being Julia,The Kids Are All Right,1
The Kids Are All Right,Foxcatcher,1
The Kids Are All Right,Spotlight,1
The Queen,The Madness of King George,1
The Queen,The Last Station,1
Nixon,Amistad,1
Nixon,The Two Popes,1
Nixon,The Crucible,1
Amistad,The Two Popes,1
The Prince of Tides,Affliction,1
The Prince of Tides,Warrior,1
Affliction,Warrior,1
Gladiator,The Insider,1
Gladiator,A Beautiful Mind,1
Gladiator,Walk the Line,1
Gladiator,The Master,1
Gladiator,Joker,1
Gladiator,Black Hawk Down,1
Wild,Walk the Line,1
Wild,Marriage Story,1
Marriage Story,BlacKkKlansman,1
Marriage Story,Jojo Rabbit,1
Mystic River,Sweet and Lowdown,1
Mystic River,Pollock,1
Mystic River,I Am Sam,1
Mystic River,Milk,1
Mystic River,Letters from Iwo Jima,1
Sense and Sensibility,Titanic,1
Sense and Sensibility,Iris,1
Sense and Sensibility,Eternal Sunshine of the Spotless Mind,1
Sense and Sensibility,Little Children,1
Sense and Sensibility,The Reader,1
Sense and Sensibility,Steve Jobs,1
Damage,Tom & Viv,1
My Cousin Vinny,The Wrestler,1
There Will Be Blood,Phantom Thread,3
The English Patient,Chocolat,1
What's Eating Gilbert Grape,Blood Diamond,1
What's Eating Gilbert Grape,The Revenant,1
What's Eating Gilbert Grape,Once upon a Time...in Hollywood,1
Blood Diamond,In America,1
Blood Diamond,The Revenant,1
Blood Diamond,Once upon a Time...in Hollywood,1
The Revenant,Birdman or (The Unexpected Virtue of Ignorance),1
The Revenant,Once upon a Time...in Hollywood,1
Once upon a Time...in Hollywood,12 Monkeys,1
Once upon a Time...in Hollywood,The Curious Case of Benjamin Button,1
Once upon a Time...in Hollywood,Inglourious Basterds,1
Once upon a Time...in Hollywood,Moneyball,1
The Madness of King George,The Last Station,1
The Last Station,Beginners,1
The Last Station,All the Money in the World,1
Inglourious Basterds,Django Unchained,1
Sweet and Lowdown,I Am Sam,1
Sweet and Lowdown,Milk,1
Sweet and Lowdown,In America,1
I Am Sam,Milk,1
Apollo 13,Pollock,1
12 Monkeys,The Curious Case of Benjamin Button,1
12 Monkeys,Moneyball,1
The Curious Case of Benjamin Button,Moneyball,1
The Curious Case of Benjamin Button,The Social Network,1
Titanic,Iris,1
Titanic,Eternal Sunshine of the Spotless Mind,1
Titanic,Little Children,1
Titanic,The Reader,1
Titanic,Steve Jobs,1
Titanic,Avatar,1
Iris,Mrs. Brown,1
Iris,Shakespeare in Love,1
Iris,Chocolat,1
Iris,Mrs. Henderson Presents,1
Iris,Notes on a Scandal,1
Iris,Philomena,1
Iris,Eternal Sunshine of the Spotless Mind,1
Iris,Little Children,1
Iris,The Reader,1
Iris,Steve Jobs,1
Eternal Sunshine of the Spotless Mind,Little Children,1
Eternal Sunshine of the Spotless Mind,The Reader,1
Eternal Sunshine of the Spotless Mind,Steve Jobs,1
Little Children,The Reader,1
Little Children,Steve Jobs,1
The Reader,Steve Jobs,1
Braveheart,Hacksaw Ridge,1
Chocolat,Mrs. Brown,1
Chocolat,Shakespeare in Love,1
Chocolat,Mrs. Henderson Presents,1
Chocolat,Notes on a Scandal,1
Chocolat,Philomena,1
Shine,Shakespeare in Love,1
Shine,Quills,1
Shine,The King's Speech,1
Shakespeare in Love,Mrs. Brown,1
Shakespeare in Love,Quills,1
Shakespeare in Love,The King's Speech,1
Shakespeare in Love,Mrs. Henderson Presents,1
Shakespeare in Love,Notes on a Scandal,1
Shakespeare in Love,Philomena,1
Quills,The King's Speech,1
The King's Speech,The Wings of the Dove,1
The King's Speech,A Single Man,1
Primal Fear,Birdman or (The Unexpected Virtue of Ignorance),1
Birdman or (The Unexpected Virtue of Ignorance),American History X,1
Birdman or (The Unexpected Virtue of Ignorance),La La Land,1
Birdman or (The Unexpected Virtue of Ignorance),The Favourite,1
Secrets & Lies,Little Voice,1
Secrets & Lies,Vera Drake,1
Breaking the Waves,Hilary and Jackie,1
Boogie Nights,The End of the Affair,1
Boogie Nights,Far from Heaven,1
Boogie Nights,Still Alice,1
Mrs. Brown,Notes on a Scandal,1
Notes on a Scandal,Elizabeth,1
Notes on a Scandal,Mrs. Henderson Presents,1
Notes on a Scandal,Philomena,1
Notes on a Scandal,Elizabeth: The Golden Age,1
Notes on a Scandal,I'm Not There,1
Notes on a Scandal,Blue Jasmine,1
Notes on a Scandal,Carol,1
The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,1
Elizabeth,Blue Jasmine,1
Elizabeth,Carol,1
Blue Jasmine,Elizabeth: The Golden Age,1
Blue Jasmine,I'm Not There,1
Blue Jasmine,Carol,1
Blue Jasmine,The Shape of Water,1
Carol,Elizabeth: The Golden Age,1
Carol,I'm Not There,1
Carol,The Girl with the Dragon Tattoo,1
The Insider,A Beautiful Mind,1
A Beautiful Mind,Frost/Nixon,1
The Talented Mr. Ripley,Cold Mountain,1
Cold Mountain,Bridget Jones's Diary,1
Cold Mountain,Chicago,1
Cold Mountain,Judy,1
Being John Malkovich,Capote,1
Capote,Charlie Wilson's War,1
Capote,The Master,1
Capote,Foxcatcher,1
Walk the Line,The Master,1
Walk the Line,Joker,1
The Master,Junebug,1
The Master,Charlie Wilson's War,1
The Master,The Fighter,1
The Master,Joker,1
The Master,Vice,1
Traffic,21 Grams,1
21 Grams,The Impossible,1
Crouching Tiger  Hidden Dragon,Brokeback Mountain,1
Brokeback Mountain,The Dark Knight,1
Brokeback Mountain,Blue Valentine,1
Brokeback Mountain,Manchester by the Sea,1
Brokeback Mountain,Life of Pi,1
Michael Clayton,Good Night  and Good Luck.,1
Michael Clayton,Syriana,1
Michael Clayton,Up in the Air,1
Michael Clayton,The Descendants,1
Bridget Jones's Diary,Chicago,1
Chicago,Judy,1
Monster,Bombshell,1
Bombshell,I  Tonya,1
Ray,Collateral,1
Sideways,The Descendants,1
The Descendants,Good Night  and Good Luck.,1
The Descendants,Syriana,1
The Descendants,Up in the Air,1
Closer,Black Swan,1
Closer,Jackie,1
Black Swan,Jackie,1
Foxcatcher,Spotlight,1
Blue Valentine,Manchester by the Sea,1
Manchester by the Sea,The Assassination of Jesse James by the Coward Robert Ford,1
Good Night  and Good Luck.,Syriana,1
Good Night  and Good Luck.,Up in the Air,1
Syriana,Up in the Air,1
Up in the Air,Juno,1
Pride & Prejudice,The Imitation Game,1
Junebug,The Fighter,1
Junebug,Vice,1
The Fighter,Frozen River,1
The Fighter,The Big Short,1
The Fighter,Vice,3
Vice,The Big Short,3
The Constant Gardener,The Favourite,1
The Favourite,La La Land,1
Half Nelson,La La Land,1
Eastern Promises,Green Book,1
Green Book,Captain Fantastic,1
Green Book,Moonlight,1
The Visitor,The Shape of Water,1
The Shape of Water,The Help,1
The Shape of Water,Hidden Figures,1
The Help,Zero Dark Thirty,1
The Help,Hidden Figures,1
Rachel Getting Married,Les Misérables,1
The Hurt Locker,The Town,1
The Blind Side,Gravity,1
Gravity,Roma,1
Winter's Bone,Joy,1
Bridesmaids,Can You Ever Forgive Me?,1
The Theory of Everything,The Danish Girl,1
