Label,Id,category
"20th Century-Fox Studio Sound Department, James P. Corcoran,; and Todd-AO Sound Department, Fred Hynes,","20th Century-Fox Studio Sound Department, James P. Corcoran,; and Todd-AO Sound Department, Fred Hynes,",SOUND
"20th Century-Fox Studio Sound Department, James P. Corcoran,; and Todd-AO Sound Department, Fred Hynes,","20th Century-Fox Studio Sound Department, James P. Corcoran,; and Todd-AO Sound Department, Fred Hynes,",SOUND
"20th Century-Fox Studio Sound Department,,","20th Century-Fox Studio Sound Department,,",SOUND RECORDING
"20th Century-Fox Studio Sound Department,,","20th Century-Fox Studio Sound Department,,",SOUND RECORDING
"20th Century-Fox Studio Sound Department,,","20th Century-Fox Studio Sound Department,,",SOUND RECORDING
"20th Century-Fox Studio Sound Department,,","20th Century-Fox Studio Sound Department,,",SOUND RECORDING
"20th Century-Fox Studio Sound Department,,","20th Century-Fox Studio Sound Department,,",SOUND RECORDING
"A. Arnold Gillespie, Douglas Shearer","A. Arnold Gillespie, Douglas Shearer",SPECIAL EFFECTS
"A. Arnold Gillespie, Irving Ries, Wesley C. Miller","A. Arnold Gillespie, Irving Ries, Wesley C. Miller",SPECIAL EFFECTS
"A. B. Guthrie, Jr.","A. B. Guthrie, Jr.",WRITING (Screenplay)
"A. D. Flowers, L. B. Abbott","A. D. Flowers, L. B. Abbott",SPECIAL VISUAL EFFECTS
"A. Kitman Ho and Oliver Stone,","A. Kitman Ho and Oliver Stone,",BEST PICTURE
"A. Kitman Ho and Oliver Stone,","A. Kitman Ho and Oliver Stone,",BEST PICTURE
A.R. Rahman,A.R. Rahman,MUSIC (Original Score)
A.R. Rahman,A.R. Rahman,MUSIC (Original Score)
ARKO Productions,ARKO Productions,SPECIAL EFFECTS
Aaron Blaise and Robert Walker,Aaron Blaise and Robert Walker,ANIMATED FEATURE FILM
Aaron Copland,Aaron Copland,MUSIC (Scoring)
Aaron Copland,Aaron Copland,MUSIC (Original Score)
Aaron Copland,Aaron Copland,MUSIC (Music Score of a Dramatic or Comedy Picture)
Aaron Copland,Aaron Copland,MUSIC (Original Score)
Aaron Copland,Aaron Copland,MUSIC (Scoring)
Aaron Copland,Aaron Copland,MUSIC (Music Score of a Dramatic or Comedy Picture)
"Aaron D. Weisblatt, Producer","Aaron D. Weisblatt, Producer",DOCUMENTARY (Short Subject)
"Aaron Rosenberg, Producer","Aaron Rosenberg, Producer",BEST PICTURE
Aaron Schneider and Andrew J. Sacks,Aaron Schneider and Andrew J. Sacks,SHORT FILM (Live Action)
Abby Mann,Abby Mann,WRITING (Screenplay--based on material from another medium)
Abby Mann,Abby Mann,WRITING (Screenplay--based on material from another medium)
"Abem Finkel, Harry Chandlee, Howard Koch, John Huston","Abem Finkel, Harry Chandlee, Howard Koch, John Huston",WRITING (Original Screenplay)
Abigail Breslin,Abigail Breslin,ACTRESS IN A SUPPORTING ROLE
Abraham Polonsky,Abraham Polonsky,WRITING (Original Screenplay)
Adam Benzine,Adam Benzine,DOCUMENTARY (Short Subject)
Adam Davidson,Adam Davidson,SHORT FILM (Live Action)
Adam Driver,Adam Driver,ACTOR IN A SUPPORTING ROLE
Adam Driver,Adam Driver,ACTOR
Adam Elliot,Adam Elliot,SHORT FILM (Animated)
Adam Greenberg,Adam Greenberg,CINEMATOGRAPHY
Adam McKay,Adam McKay,DIRECTING
Adam McKay,Adam McKay,DIRECTING
Adam Pertofsky and Margaret Hyde,Adam Pertofsky and Margaret Hyde,DOCUMENTARY (Short Subject)
"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber","Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Dimitri Tiomkin,Adaptation Score by Dimitri Tiomkin,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by Elmer Bernstein,Adaptation Score by Elmer Bernstein,MUSIC (Original Song Score or Adaptation Score)
Adaptation Score by Gil Askey,Adaptation Score by Gil Askey,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by John Williams,Adaptation Score by John Williams,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by Jonathan Tunick,Adaptation Score by Jonathan Tunick,MUSIC (Original Song Score and Its Adaptation or Adaptation Score)
Adaptation Score by Lalo Schifrin,Adaptation Score by Lalo Schifrin,MUSIC (Original Song Score or Adaptation Score)
Adaptation Score by Laurence Rosenthal,Adaptation Score by Laurence Rosenthal,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by Leonard Rosenman,Adaptation Score by Leonard Rosenman,MUSIC (Original Song Score and Its Adaptation or Adaptation Score)
Adaptation Score by Leonard Rosenman,Adaptation Score by Leonard Rosenman,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Marvin Hamlisch,Adaptation Score by Marvin Hamlisch,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Nelson Riddle,Adaptation Score by Nelson Riddle,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Patrick Williams,Adaptation Score by Patrick Williams,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)
Adaptation Score by Peter Matz,Adaptation Score by Peter Matz,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Peter Maxwell Davies and Peter Greenwell,Adaptation Score by Peter Maxwell Davies and Peter Greenwell,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by Peter Townshend,Adaptation Score by Peter Townshend,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation)
Adaptation Score by Ralph Burns,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)
Adaptation Score by Ralph Burns,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)
Adaptation Score by Ralph Burns,Adaptation Score by Ralph Burns,MUSIC (Scoring: Adaptation and Original Song Score)
Adaptation Score by Roger Kellaway,Adaptation Score by Roger Kellaway,MUSIC (Original Song Score and Its Adaptation or Adaptation Score)
Adaptation score by Cy Coleman,Adaptation score by Cy Coleman,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by John Green,Adaptation score by John Green,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by John Green and Albert Woodbury,Adaptation score by John Green and Albert Woodbury,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by Lennie Hayton,Adaptation score by Lennie Hayton,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by Lennie Hayton and Lionel Newman,Adaptation score by Lennie Hayton and Lionel Newman,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by Nelson Riddle,Adaptation score by Nelson Riddle,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by Ray Heindorf,Adaptation score by Ray Heindorf,MUSIC (Score of a Musical Picture--original or adaptation)
Adaptation score by Walter Scharf,Adaptation score by Walter Scharf,MUSIC (Score of a Musical Picture--original or adaptation)
Adapted for the screen by Debra Granik & Anne Rosellini,Adapted for the screen by Debra Granik & Anne Rosellini,WRITING (Adapted Screenplay)
"Adela Rogers St. Johns, Jane Murfin","Adela Rogers St. Johns, Jane Murfin",WRITING
Adele Comandini,Adele Comandini,WRITING
Adele Palmer,Adele Palmer,COSTUME DESIGN (Color)
"Adele Romanski, Dede Gardner and Jeremy Kleiner,","Adele Romanski, Dede Gardner and Jeremy Kleiner,",BEST PICTURE
Adolph Caesar,Adolph Caesar,ACTOR IN A SUPPORTING ROLE
Adolph Deutsch,Adolph Deutsch,MUSIC (Scoring of a Musical Picture)
"Adolph Deutsch, Conrad Salinger","Adolph Deutsch, Conrad Salinger",MUSIC (Scoring of a Musical Picture)
"Adolph Deutsch, Roger Edens","Adolph Deutsch, Roger Edens",MUSIC (Scoring of a Musical Picture)
"Adolph Deutsch, Saul Chaplin","Adolph Deutsch, Saul Chaplin",MUSIC (Scoring of a Musical Picture)
Adolphe Menjou,Adolphe Menjou,ACTOR
Adrian Biddle,Adrian Biddle,CINEMATOGRAPHY
Adrian Lyne,Adrian Lyne,DIRECTING
Adriana Barraza,Adriana Barraza,ACTRESS IN A SUPPORTING ROLE
Adrien Brody,Adrien Brody,ACTOR
Adrien Morot,Adrien Morot,MAKEUP
Adrienne Fazan,Adrienne Fazan,FILM EDITING
Adrienne Fazan,Adrienne Fazan,FILM EDITING
Adruitha Lee and Robin Mathews,Adruitha Lee and Robin Mathews,MAKEUP AND HAIRSTYLING
"Age, Scarpelli, Mario Monicelli","Age, Scarpelli, Mario Monicelli",WRITING (Story and Screenplay--written directly for the screen)
"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico","Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",WRITING (Story and Screenplay--written directly for the screen)
Aggie Guerard Rodgers,Aggie Guerard Rodgers,COSTUME DESIGN
Agnes Moorehead,Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE
Agnes Moorehead,Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE
Agnes Moorehead,Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE
Agnes Moorehead,Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE
Agnieszka Holland,Agnieszka Holland,WRITING (Screenplay Based on Material Previously Produced or Published)
"Agnès Varda, JR and Rosalie Varda","Agnès Varda, JR and Rosalie Varda",DOCUMENTARY (Feature)
Ai-Ling Lee and Mildred Iatrou Morgan,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING
Ai-Ling Lee and Mildred Iatrou Morgan,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING
Akim Tamiroff,Akim Tamiroff,ACTOR IN A SUPPORTING ROLE
Akim Tamiroff,Akim Tamiroff,ACTOR IN A SUPPORTING ROLE
Akira Kurosawa,Akira Kurosawa,DIRECTING
Al Alborn (Warner Bros.),Al Alborn (Warner Bros.),ASSISTANT DIRECTOR
Al Clark,Al Clark,FILM EDITING
Al Ham,Al Ham,MUSIC (Scoring of Music--adaptation or treatment)
Al Pacino,Al Pacino,ACTOR IN A SUPPORTING ROLE
Al Pacino,Al Pacino,ACTOR
Al Pacino,Al Pacino,ACTOR IN A SUPPORTING ROLE
Al Pacino,Al Pacino,ACTOR IN A SUPPORTING ROLE
Al Pacino,Al Pacino,ACTOR
Al Pacino,Al Pacino,ACTOR
Al Pacino,Al Pacino,ACTOR IN A SUPPORTING ROLE
Al Pacino,Al Pacino,ACTOR
Al Pacino,Al Pacino,ACTOR
"Al Reinert and Betsy Broyles Breier,","Al Reinert and Betsy Broyles Breier,",DOCUMENTARY (Feature)
Alain Gagnol and Jean-Loup Felicioli,Alain Gagnol and Jean-Loup Felicioli,ANIMATED FEATURE FILM
Alain Robbe-Grillet,Alain Robbe-Grillet,WRITING (Story and Screenplay--written directly for the screen)
Alan Alda,Alan Alda,ACTOR IN A SUPPORTING ROLE
Alan Arkin,Alan Arkin,ACTOR
Alan Arkin,Alan Arkin,ACTOR IN A SUPPORTING ROLE
Alan Arkin,Alan Arkin,ACTOR IN A SUPPORTING ROLE
Alan Arkin,Alan Arkin,ACTOR
Alan Ball,Alan Ball,WRITING (Screenplay Written Directly for the Screen)
Alan Barillaro and Marc Sondheimer,Alan Barillaro and Marc Sondheimer,SHORT FILM (Animated)
