year_ceremony,category,name,film,winner
1981,DOCUMENTARY (Feature),"Bengt von zur Muehlen and Arthur Cohn, Producers",The Yellow Star - The Persecution of the Jews in Europe 1933-45,FALSE
1981,DOCUMENTARY (Short Subject),"John Watson and Pen Densham, Producers",Don't Mess with Bill,FALSE
1981,DOCUMENTARY (Short Subject),"George Casey, Producer",The Eruption of Mount St. Helens,FALSE
1981,DOCUMENTARY (Short Subject),"Dick Young, Producer",It's the Same World,FALSE
1981,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers",Karl Hess: Toward Liberty,TRUE
1981,DOCUMENTARY (Short Subject),"Richard Hawkins and Jorge Preloran, Producers",Luther Metke at 94,FALSE
1981,FILM EDITING,Arthur Schmidt,Coal Miner's Daughter,FALSE
1981,FILM EDITING,David Blewitt,The Competition,FALSE
1981,FILM EDITING,Anne V. Coates,The Elephant Man,FALSE
1981,FILM EDITING,Gerry Hambling,Fame,FALSE
1981,FILM EDITING,Thelma Schoonmaker,Raging Bull,TRUE
1981,FOREIGN LANGUAGE FILM,Hungary,Confidence,FALSE
1981,FOREIGN LANGUAGE FILM,Japan,Kagemusha (The Shadow Warrior),FALSE
1981,FOREIGN LANGUAGE FILM,France,The Last Metro,FALSE
1981,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,TRUE
1981,FOREIGN LANGUAGE FILM,Spain,The Nest,FALSE
1981,MUSIC (Original Score),John Corigliano,Altered States,FALSE
1981,MUSIC (Original Score),John Morris,The Elephant Man,FALSE
1981,MUSIC (Original Score),John Williams,The Empire Strikes Back,FALSE
1981,MUSIC (Original Score),Michael Gore,Fame,TRUE
1981,MUSIC (Original Score),Philippe Sarde,Tess,FALSE
1981,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE
1981,MUSIC (Original Song),Music and Lyric by Dolly Parton,Nine to Five,FALSE
1981,MUSIC (Original Song),Music and Lyric by Willie Nelson,Honeysuckle Rose,FALSE
1981,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,FALSE
1981,MUSIC (Original Song),Music by Lalo Schifrin; Lyric by Wilbur Jennings,The Competition,FALSE
1981,BEST PICTURE,"Bernard Schwartz, Producer",Coal Miner's Daughter,FALSE
1981,BEST PICTURE,"Jonathan Sanger, Producer",The Elephant Man,FALSE
1981,BEST PICTURE,"Ronald L. Schwary, Producer",Ordinary People,TRUE
1981,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,FALSE
1981,BEST PICTURE,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,FALSE
1981,SHORT FILM (Animated),"Frédéric Back, Producer",All Nothing,FALSE
1981,SHORT FILM (Animated),"Ferenc Rofusz, Producer",The Fly,TRUE
1981,SHORT FILM (Animated),"Michael Mills, Producer",History of the World in Three Minutes Flat,FALSE
1981,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer",The Dollar Bottom,TRUE
1981,SHORT FILM (Dramatic Live Action),"Bob Carmichael and Greg Lowe, Producers",Fall Line,FALSE
1981,SHORT FILM (Dramatic Live Action),"Sally Heckel, Producer",A Jury of Her Peers,FALSE
1981,SOUND,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",Altered States,FALSE
1981,SOUND,"Richard Portman, Roger Heman, Jim Alexander",Coal Miner's Daughter,FALSE
1981,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,TRUE
1981,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",Fame,FALSE
1981,SOUND,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz",Raging Bull,FALSE
1981,WRITING (Screenplay Based on Material from Another Medium),"Jonathan Hardy, David Stevens, Bruce Beresford",Breaker Morant,FALSE
1981,WRITING (Screenplay Based on Material from Another Medium),Tom Rickman,Coal Miner's Daughter,FALSE
1981,WRITING (Screenplay Based on Material from Another Medium),"Christopher DeVore, Eric Bergren, David Lynch",The Elephant Man,FALSE
1981,WRITING (Screenplay Based on Material from Another Medium),Alvin Sargent,Ordinary People,TRUE
1981,WRITING (Screenplay Based on Material from Another Medium),Screenplay by Lawrence B. Marcus;  Adaptation by Richard Rush,The Stunt Man,FALSE
1981,WRITING (Screenplay Written Directly for the Screen),"Screenplay by W. D. Richter;  Story by W. D. Richter, Arthur Ross",Brubaker,FALSE
1981,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,FALSE
1981,WRITING (Screenplay Written Directly for the Screen),Bo Goldman,Melvin and Howard,TRUE
1981,WRITING (Screenplay Written Directly for the Screen),Jean Gruault,Mon Oncle D'Amerique,FALSE
1981,WRITING (Screenplay Written Directly for the Screen),"Nancy Meyers, Charles Shyer, Harvey Miller",Private Benjamin,FALSE
1981,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,TRUE
1981,HONORARY AWARD, Henry Fonda,,TRUE
1982,ACTOR,Warren Beatty,Reds,FALSE
1982,ACTOR,Henry Fonda,On Golden Pond,TRUE
1982,ACTOR,Burt Lancaster,Atlantic City,FALSE
1982,ACTOR,Dudley Moore,Arthur,FALSE
1982,ACTOR,Paul Newman,Absence of Malice,FALSE
1982,ACTOR IN A SUPPORTING ROLE,James Coco,Only When I Laugh,FALSE
1982,ACTOR IN A SUPPORTING ROLE,John Gielgud,Arthur,TRUE
1982,ACTOR IN A SUPPORTING ROLE,Ian Holm,Chariots of Fire,FALSE
1982,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Reds,FALSE
1982,ACTOR IN A SUPPORTING ROLE,"Howard E. Rollins, Jr.",Ragtime,FALSE
1982,ACTRESS,Katharine Hepburn,On Golden Pond,TRUE
1982,ACTRESS,Diane Keaton,Reds,FALSE
1982,ACTRESS,Marsha Mason,Only When I Laugh,FALSE
1982,ACTRESS,Susan Sarandon,Atlantic City,FALSE
1982,ACTRESS,Meryl Streep,The French Lieutenant's Woman,FALSE
1982,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Absence of Malice,FALSE
1982,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,FALSE
1982,ACTRESS IN A SUPPORTING ROLE,Joan Hackett,Only When I Laugh,FALSE
1982,ACTRESS IN A SUPPORTING ROLE,Elizabeth McGovern,Ragtime,FALSE
1982,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Reds,TRUE
1982,ART DIRECTION,Art Direction:  Assheton Gorton;  Set Decoration:  Ann Mollo,The French Lieutenant's Woman,FALSE
1982,ART DIRECTION,Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey,Heaven's Gate,FALSE
1982,ART DIRECTION,"Art Direction:  John Graysmark, Patrizia Von Brandenstein, Anthony Reading;  Set Decoration:  George de Titta, Sr., George de Titta, Jr., Peter Howitt",Ragtime,FALSE
1982,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,TRUE
1982,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Michael Seirton,Reds,FALSE
1982,CINEMATOGRAPHY,Alex Thomson,Excalibur,FALSE
1982,CINEMATOGRAPHY,Billy Williams,On Golden Pond,FALSE
1982,CINEMATOGRAPHY,Miroslav Ondricek,Ragtime,FALSE
1982,CINEMATOGRAPHY,Douglas Slocombe,Raiders of the Lost Ark,FALSE
1982,CINEMATOGRAPHY,Vittorio Storaro,Reds,TRUE
1982,COSTUME DESIGN,Milena Canonero,Chariots of Fire,TRUE
1982,COSTUME DESIGN,Tom Rand,The French Lieutenant's Woman,FALSE
1982,COSTUME DESIGN,Bob Mackie,Pennies from Heaven,FALSE
1982,COSTUME DESIGN,Anna Hill Johnstone,Ragtime,FALSE
1982,COSTUME DESIGN,Shirley Russell,Reds,FALSE
1982,DIRECTING,Louis Malle,Atlantic City,FALSE
1982,DIRECTING,Hugh Hudson,Chariots of Fire,FALSE
1982,DIRECTING,Mark Rydell,On Golden Pond,FALSE
1982,DIRECTING,Steven Spielberg,Raiders of the Lost Ark,FALSE
1982,DIRECTING,Warren Beatty,Reds,TRUE
1982,DOCUMENTARY (Feature),"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers",Against Wind and Tide: A Cuban Odyssey,FALSE
1982,DOCUMENTARY (Feature),"Ken Burns, Producer",Brooklyn Bridge,FALSE
1982,DOCUMENTARY (Feature),"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers",Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,FALSE
1982,DOCUMENTARY (Feature),"Glenn Silber and Tete Vasconcellos, Producers",El Salvador: Another Vietnam,FALSE
1982,DOCUMENTARY (Feature),"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,TRUE
1982,DOCUMENTARY (Short Subject),"Obie Benz, Producer",Americas in Transition,FALSE
1982,DOCUMENTARY (Short Subject),"Nigel Noble, Producer",Close Harmony,TRUE
1982,DOCUMENTARY (Short Subject),"Dick Young, Producer",Journey for Survival,FALSE
1982,DOCUMENTARY (Short Subject),"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers",See What I Say,FALSE
1982,DOCUMENTARY (Short Subject),"Roland Hallé and John Hoover, Producers",Urge to Build,FALSE
1982,FILM EDITING,Terry Rawlings,Chariots of Fire,FALSE
1982,FILM EDITING,John Bloom,The French Lieutenant's Woman,FALSE
1982,FILM EDITING,Robert L. Wolfe,On Golden Pond,FALSE
1982,FILM EDITING,Michael Kahn,Raiders of the Lost Ark,TRUE
1982,FILM EDITING,"Dede Allen, Craig McKay",Reds,FALSE
1982,FOREIGN LANGUAGE FILM,Switzerland,The Boat Is Full,FALSE
1982,FOREIGN LANGUAGE FILM,Poland,Man of Iron,FALSE
1982,FOREIGN LANGUAGE FILM,Hungary,Mephisto,TRUE
1982,FOREIGN LANGUAGE FILM,Japan,Muddy River,FALSE
1982,FOREIGN LANGUAGE FILM,Italy,Three Brothers,FALSE
1982,MAKEUP,Rick Baker,An American Werewolf in London,TRUE
1982,MAKEUP,Stan Winston,Heartbeeps,FALSE
1982,MUSIC (Original Score),Vangelis,Chariots of Fire,TRUE
1982,MUSIC (Original Score),Alex North,Dragonslayer,FALSE
1982,MUSIC (Original Score),Dave Grusin,On Golden Pond,FALSE
1982,MUSIC (Original Score),Randy Newman,Ragtime,FALSE
1982,MUSIC (Original Score),John Williams,Raiders of the Lost Ark,FALSE
1982,MUSIC (Original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,TRUE
1982,MUSIC (Original Song),Music and Lyric by Lionel Richie,Endless Love,FALSE
1982,MUSIC (Original Song),Music and Lyric by Joe Raposo,The Great Muppet Caper,FALSE
1982,MUSIC (Original Song),Music by Bill Conti; Lyric by Mick Leeson,For Your Eyes Only,FALSE
1982,MUSIC (Original Song),Music and Lyric by Randy Newman,Ragtime,FALSE
1982,BEST PICTURE,"Denis Heroux and John Kemeny, Producers",Atlantic City,FALSE
1982,BEST PICTURE,"David Puttnam, Producer",Chariots of Fire,TRUE
1982,BEST PICTURE,"Bruce Gilbert, Producer",On Golden Pond,FALSE
1982,BEST PICTURE,"Frank Marshall, Producer",Raiders of the Lost Ark,FALSE
1982,BEST PICTURE,"Warren Beatty, Producer",Reds,FALSE
1982,SHORT FILM (Animated),"Frédéric Back, Producer",Crac,TRUE
1982,SHORT FILM (Animated),"Will Vinton, Producer",The Creation,FALSE
1982,SHORT FILM (Animated),"Janet Perlman, Producer",The Tender Tale of Cinderella Penguin,FALSE
1982,SHORT FILM (Live Action),"Christine Oestreicher, Producer",Couples and Robbers,FALSE
1982,SHORT FILM (Live Action),"John N. Smith, Producer",First Winter,FALSE
1982,SHORT FILM (Live Action),"Paul Kemp and Shelley Levinson, Producers",Violet,TRUE
1982,SOUND,"Richard Portman, David Ronne",On Golden Pond,FALSE
1982,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory",Outland,FALSE
1982,SOUND,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton",Pennies from Heaven,FALSE
1982,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",Raiders of the Lost Ark,TRUE
1982,SOUND,"Dick Vorisek, Tom Fleischman, Simon Kaye",Reds,FALSE
1982,VISUAL EFFECTS,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson",Dragonslayer,FALSE
1982,VISUAL EFFECTS,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Raiders of the Lost Ark,TRUE
1982,WRITING (Screenplay Based on Material from Another Medium),Harold Pinter,The French Lieutenant's Woman,FALSE
1982,WRITING (Screenplay Based on Material from Another Medium),Ernest Thompson,On Golden Pond,TRUE
1982,WRITING (Screenplay Based on Material from Another Medium),Dennis Potter,Pennies from Heaven,FALSE
1982,WRITING (Screenplay Based on Material from Another Medium),"Jay Presson Allen, Sidney Lumet",Prince of the City,FALSE
1982,WRITING (Screenplay Based on Material from Another Medium),Michael Weller,Ragtime,FALSE
1982,WRITING (Screenplay Written Directly for the Screen),Kurt Luedtke,Absence of Malice,FALSE
1982,WRITING (Screenplay Written Directly for the Screen),Steve Gordon,Arthur,FALSE
1982,WRITING (Screenplay Written Directly for the Screen),John Guare,Atlantic City,FALSE
1982,WRITING (Screenplay Written Directly for the Screen),Colin Welland,Chariots of Fire,TRUE
1982,WRITING (Screenplay Written Directly for the Screen),"Warren Beatty, Trevor Griffiths",Reds,FALSE
1982,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Ben Burtt, Richard L. Anderson",Raiders of the Lost Ark,TRUE
1982,JEAN HERSHOLT HUMANITARIAN AWARD,Danny Kaye,,TRUE
1982,HONORARY AWARD, Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting.,,TRUE
1982,IRVING G. THALBERG MEMORIAL AWARD,Albert R. Broccoli,,TRUE
1983,ACTOR,Dustin Hoffman,Tootsie,FALSE
1983,ACTOR,Ben Kingsley,Gandhi,TRUE
1983,ACTOR,Jack Lemmon,Missing,FALSE
1983,ACTOR,Paul Newman,The Verdict,FALSE
1983,ACTOR,Peter O'Toole,My Favorite Year,FALSE
1983,ACTOR IN A SUPPORTING ROLE,Charles Durning,The Best Little Whorehouse in Texas,FALSE
1983,ACTOR IN A SUPPORTING ROLE,"Louis Gossett, Jr.",An Officer and a Gentleman,TRUE
1983,ACTOR IN A SUPPORTING ROLE,John Lithgow,The World According to Garp,FALSE
1983,ACTOR IN A SUPPORTING ROLE,James Mason,The Verdict,FALSE
1983,ACTOR IN A SUPPORTING ROLE,Robert Preston,Victor/Victoria,FALSE
1983,ACTRESS,Julie Andrews,Victor/Victoria,FALSE
1983,ACTRESS,Jessica Lange,Frances,FALSE
1983,ACTRESS,Sissy Spacek,Missing,FALSE
1983,ACTRESS,Meryl Streep,Sophie's Choice,TRUE
1983,ACTRESS,Debra Winger,An Officer and a Gentleman,FALSE
1983,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The World According to Garp,FALSE
1983,ACTRESS IN A SUPPORTING ROLE,Teri Garr,Tootsie,FALSE
1983,ACTRESS IN A SUPPORTING ROLE,Jessica Lange,Tootsie,TRUE
1983,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,Frances,FALSE
1983,ACTRESS IN A SUPPORTING ROLE,Lesley Ann Warren,Victor/Victoria,FALSE
1983,ART DIRECTION,Art Direction:  Dale Hennesy; Set Decoration:  Marvin March,Annie,FALSE
1983,ART DIRECTION,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",Blade Runner,FALSE
1983,ART DIRECTION,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",Gandhi,TRUE
1983,ART DIRECTION,Art Direction:  Franco Zeffirelli;  Set Decoration:  Gianni Quaranta,La Traviata,FALSE
1983,ART DIRECTION,"Art Direction:  Rodger Maus, Tim Hutchinson, William Craig Smith;  Set Decoration:  Harry Cordwell",Victor/Victoria,FALSE
1983,CINEMATOGRAPHY,Jost Vacano,Das Boot,FALSE
1983,CINEMATOGRAPHY,Allen Daviau,E.T. The Extra-Terrestrial,FALSE
1983,CINEMATOGRAPHY,"Billy Williams, Ronnie Taylor",Gandhi,TRUE
1983,CINEMATOGRAPHY,Nestor Almendros,Sophie's Choice,FALSE
1983,CINEMATOGRAPHY,Owen Roizman,Tootsie,FALSE
1983,COSTUME DESIGN,"John Mollo, Bhanu Athaiya",Gandhi,TRUE
1983,COSTUME DESIGN,Piero Tosi,La Traviata,FALSE
1983,COSTUME DESIGN,Albert Wolsky,Sophie's Choice,FALSE
1983,COSTUME DESIGN,"Elois Jenssen, Rosanna Norton",Tron,FALSE
1983,COSTUME DESIGN,Patricia Norris,Victor/Victoria,FALSE
1983,DIRECTING,Wolfgang Petersen,Das Boot,FALSE
1983,DIRECTING,Steven Spielberg,E.T. The Extra-Terrestrial,FALSE
1983,DIRECTING,Richard Attenborough,Gandhi,TRUE
1983,DIRECTING,Sydney Pollack,Tootsie,FALSE
1983,DIRECTING,Sidney Lumet,The Verdict,FALSE
1983,DOCUMENTARY (Feature),"Sturla Gunnarsson and Steve Lucas, Producers",After the Axe,FALSE
1983,DOCUMENTARY (Feature),"John Karol and Michel Chalufour, Producers",Ben's Mill,FALSE
1983,DOCUMENTARY (Feature),"Meg Switzgable, Producer",In Our Water,FALSE
1983,DOCUMENTARY (Feature),"John Zaritsky, Producer",Just Another Missing Kid,TRUE
1983,DOCUMENTARY (Feature),"Joseph Wishy, Producer",A Portrait of Giselle,FALSE
1983,DOCUMENTARY (Short Subject),"Robert Richter, Producer",Gods of Metal,FALSE
1983,DOCUMENTARY (Short Subject),"Edward Le Lorrain and Terri Nash, Producers",If You Love This Planet,TRUE
1983,DOCUMENTARY (Short Subject),"Charles Guggenheim and Werner Schumann, Producers",The Klan: A Legacy of Hate in America,FALSE
1983,DOCUMENTARY (Short Subject),"Freida Lee Mock, Producer",To Live or Let Die,FALSE
1983,DOCUMENTARY (Short Subject),"John G. Avildsen, Producer",Traveling Hopefully,FALSE
1983,FILM EDITING,Hannes Nikel,Das Boot,FALSE
1983,FILM EDITING,Carol Littleton,E.T. The Extra-Terrestrial,FALSE
1983,FILM EDITING,John Bloom,Gandhi,TRUE
1983,FILM EDITING,Peter Zinner,An Officer and a Gentleman,FALSE
1983,FILM EDITING,"Fredric Steinkamp, William Steinkamp",Tootsie,FALSE
1983,FOREIGN LANGUAGE FILM,Nicaragua,Alsino and the Condor,FALSE
1983,FOREIGN LANGUAGE FILM,France,Coup de Torchon ('Clean Slate'),FALSE
1983,FOREIGN LANGUAGE FILM,Sweden,The Flight of the Eagle,FALSE
1983,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Private Life,FALSE
1983,FOREIGN LANGUAGE FILM,Spain,Volver a Empezar ('To Begin Again'),TRUE
1983,MAKEUP,Tom Smith,Gandhi,FALSE
1983,MAKEUP,"Sarah Monzani, Michèle Burke",Quest for Fire,TRUE
1983,MUSIC (Original Score),John Williams,E.T. The Extra-Terrestrial,TRUE
1983,MUSIC (Original Score),"Ravi Shankar, George Fenton",Gandhi,FALSE
1983,MUSIC (Original Score),Jack Nitzsche,An Officer and a Gentleman,FALSE
1983,MUSIC (Original Score),Jerry Goldsmith,Poltergeist,FALSE
1983,MUSIC (Original Score),Marvin Hamlisch,Sophie's Choice,FALSE
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,Annie,FALSE
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Tom Waits,One from the Heart,FALSE
1983,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,TRUE
1983,MUSIC (Original Song),Music and Lyric by Jim Peterik and Frankie Sullivan III,Rocky III,FALSE
1983,MUSIC (Original Song),Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Best Friends,FALSE
1983,MUSIC (Original Song),Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,"Yes, Giorgio",FALSE
1983,MUSIC (Original Song),Music by Dave Grusin; Lyric by Alan Bergman and Marilyn Bergman,Tootsie,FALSE
1983,MUSIC (Original Song),Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,TRUE
1983,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",E.T. The Extra-Terrestrial,FALSE
1983,BEST PICTURE,"Richard Attenborough, Producer",Gandhi,TRUE
1983,BEST PICTURE,"Edward Lewis and Mildred Lewis, Producers",Missing,FALSE
1983,BEST PICTURE,"Sydney Pollack and Dick Richards, Producers",Tootsie,FALSE
1983,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",The Verdict,FALSE
1983,SHORT FILM (Animated),"Will Vinton, Producer",The Great Cognito,FALSE
1983,SHORT FILM (Animated),"John Coates, Producer",The Snowman,FALSE
1983,SHORT FILM (Animated),"Zbigniew Rybczynski, Producer",Tango,TRUE
1983,SHORT FILM (Live Action),"Bob Rogers, Producer",Ballet Robotique,FALSE
1983,SHORT FILM (Live Action),"Christine Oestreicher, Producer",A Shocking Accident,TRUE
1983,SHORT FILM (Live Action),"Michael Toshiyuki Uno and Joseph Benson, Producers",The Silence,FALSE
1983,SHORT FILM (Live Action),"Jan Saunders, Producer",Split Cherry Tree,FALSE
1983,SHORT FILM (Live Action),"Andrew Birkin, Producer",Sredni Vashtar,FALSE
1983,SOUND,"Milan Bor, Trevor Pyke, Mike Le-Mare",Das Boot,FALSE
1983,SOUND,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",E.T. The Extra-Terrestrial,TRUE
1983,SOUND,"Gerry Humphreys, Robin O'Donoghue, Jonathan Bates, Simon Kaye",Gandhi,FALSE
1983,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Les Lazarowitz",Tootsie,FALSE
1983,SOUND,"Michael Minkler, Bob Minkler, Lee Minkler, Jim La Rue",Tron,FALSE
1983,SOUND EFFECTS EDITING,Mike Le-Mare,Das Boot,FALSE
1983,SOUND EFFECTS EDITING,"Charles L. Campbell, Ben Burtt",E.T. The Extra-Terrestrial,TRUE
1983,SOUND EFFECTS EDITING,"Stephen Hunter Flick, Richard L. Anderson",Poltergeist,FALSE
1983,VISUAL EFFECTS,"Douglas Trumbull, Richard Yuricich, David Dryer",Blade Runner,FALSE
1983,VISUAL EFFECTS,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",E.T. The Extra-Terrestrial,TRUE
1983,VISUAL EFFECTS,"Richard Edlund, Michael Wood, Bruce Nicholson",Poltergeist,FALSE
1983,WRITING (Screenplay Based on Material from Another Medium),Wolfgang Petersen,Das Boot,FALSE
1983,WRITING (Screenplay Based on Material from Another Medium),"Costa-Gavras, Donald Stewart",Missing,TRUE
1983,WRITING (Screenplay Based on Material from Another Medium),Alan J. Pakula,Sophie's Choice,FALSE
1983,WRITING (Screenplay Based on Material from Another Medium),David Mamet,The Verdict,FALSE
1983,WRITING (Screenplay Based on Material from Another Medium),Blake Edwards,Victor/Victoria,FALSE
1983,WRITING (Screenplay Written Directly for the Screen),Barry Levinson,Diner,FALSE
1983,WRITING (Screenplay Written Directly for the Screen),Melissa Mathison,E.T. The Extra-Terrestrial,FALSE
1983,WRITING (Screenplay Written Directly for the Screen),John Briley,Gandhi,TRUE
1983,WRITING (Screenplay Written Directly for the Screen),Douglas Day Stewart,An Officer and a Gentleman,FALSE
1983,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Larry Gelbart, Murray Schisgal; Story by Don McGuire, Larry Gelbart",Tootsie,FALSE
1983,JEAN HERSHOLT HUMANITARIAN AWARD,Walter Mirisch,,TRUE
1983,HONORARY AWARD, Mickey Rooney,,TRUE
1984,ACTOR,Michael Caine,Educating Rita,FALSE
1984,ACTOR,Tom Conti,"Reuben, Reuben",FALSE
1984,ACTOR,Tom Courtenay,The Dresser,FALSE
1984,ACTOR,Robert Duvall,Tender Mercies,TRUE
1984,ACTOR,Albert Finney,The Dresser,FALSE
1984,ACTOR IN A SUPPORTING ROLE,Charles Durning,To Be or Not to Be,FALSE
1984,ACTOR IN A SUPPORTING ROLE,John Lithgow,Terms of Endearment,FALSE
1984,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Terms of Endearment,TRUE
1984,ACTOR IN A SUPPORTING ROLE,Sam Shepard,The Right Stuff,FALSE
1984,ACTOR IN A SUPPORTING ROLE,Rip Torn,Cross Creek,FALSE
1984,ACTRESS,Jane Alexander,Testament,FALSE
1984,ACTRESS,Shirley MacLaine,Terms of Endearment,TRUE
1984,ACTRESS,Meryl Streep,Silkwood,FALSE
1984,ACTRESS,Julie Walters,Educating Rita,FALSE
1984,ACTRESS,Debra Winger,Terms of Endearment,FALSE
1984,ACTRESS IN A SUPPORTING ROLE,Cher,Silkwood,FALSE
1984,ACTRESS IN A SUPPORTING ROLE,Glenn Close,The Big Chill,FALSE
1984,ACTRESS IN A SUPPORTING ROLE,Linda Hunt,The Year of Living Dangerously,TRUE
1984,ACTRESS IN A SUPPORTING ROLE,Amy Irving,Yentl,FALSE
1984,ACTRESS IN A SUPPORTING ROLE,Alfre Woodard,Cross Creek,FALSE
1984,ART DIRECTION,Anna Asp,Fanny & Alexander,TRUE
1984,ART DIRECTION,"Art Direction:  Norman Reynolds, Fred Hole, James Schoppe;  Set Decoration:  Michael Ford",Return of the Jedi,FALSE
1984,ART DIRECTION,"Art Direction:  Geoffrey Kirkland, Richard J. Lawrence, W. Stewart Campbell, Peter Romero;  Set Decoration:  Pat Pending, George R. Nelson",The Right Stuff,FALSE
1984,ART DIRECTION,"Art Direction:  Polly Platt, Harold Michelson;  Set Decoration:  Tom Pedigo, Anthony Mondello",Terms of Endearment,FALSE
1984,ART DIRECTION,"Art Direction:  Roy Walker, Leslie Tomkins;  Set Decoration:  Tessa Davies",Yentl,FALSE
1984,CINEMATOGRAPHY,Sven Nykvist,Fanny & Alexander,TRUE
1984,CINEMATOGRAPHY,Don Peterman,Flashdance,FALSE
1984,CINEMATOGRAPHY,Caleb Deschanel,The Right Stuff,FALSE
1984,CINEMATOGRAPHY,William A. Fraker,WarGames,FALSE
1984,CINEMATOGRAPHY,Gordon Willis,Zelig,FALSE
1984,COSTUME DESIGN,Joe I. Tompkins,Cross Creek,FALSE
1984,COSTUME DESIGN,Marik Vos,Fanny & Alexander,TRUE
1984,COSTUME DESIGN,William Ware Theiss,Heart Like a Wheel,FALSE
1984,COSTUME DESIGN,Anne-Marie Marchand,The Return of Martin Guerre,FALSE
1984,COSTUME DESIGN,Santo Loquasto,Zelig,FALSE
1984,DIRECTING,Peter Yates,The Dresser,FALSE
1984,DIRECTING,Ingmar Bergman,Fanny & Alexander,FALSE
1984,DIRECTING,Mike Nichols,Silkwood,FALSE
1984,DIRECTING,Bruce Beresford,Tender Mercies,FALSE
1984,DIRECTING,James L. Brooks,Terms of Endearment,TRUE
1984,DOCUMENTARY (Feature),"Richard Kotuk and Ara Chekmayan, Producers",Children of Darkness,FALSE
1984,DOCUMENTARY (Feature),"Bob Connolly and Robin Anderson, Producers",First Contact,FALSE
1984,DOCUMENTARY (Feature),"Emile Ardolino, Producer",He Makes Me Feel Like Dancin',TRUE
1984,DOCUMENTARY (Feature),"Michael Bryans and Tina Viljoen, Producers",The Profession of Arms,FALSE
1984,DOCUMENTARY (Feature),"James Klein and Julia Reichert, Producers",Seeing Red,FALSE
